03754C,970000,T50反1元大0A牛11
034908,968000,南亞科元大0C購03
078075,968000,惠特國票08購01  
087385,946000,台積電元大11購04
035276,946000,中石化國票0C購04
083882,944000,大立光國泰0B購02
2820,923000,華票            
0050,911127,元大台灣50      
2465,908000,麗臺            
6278,904023,台表科          
1103,903000,嘉泥            
1337,900000,再生-KY         
083034,899000,台積電中信09購09
083233,897000,廣宇中信08購01  
078335,896000,台積電凱基0A購02
031970,891000,新唐元大0A購01  
00830,883000,國泰費城半導體  
6505,878304,台塑化          
035144,878000,長榮統一0C購17  
033442,876000,智原元大0B購03  
2498,870129,宏達電          
00876,867165,元大未來關鍵科技
030624,850000,玉晶光元大11購01
086218,850000,微星統一0A購01  
2547,850000,日勝生          
033890,842000,中鋼統一11購02  
033125,836000,金寶元大0C購01  
034611,834000,群創統一0B購13  
034672,824000,長榮凱基0B購10  
2009,822970,第一銅          
034426,817000,智原統一0B購01  
034609,814000,創意統一0B購05  
086567,809000,圓展元大0A購01  
9910,800403,豐泰            
030621,800000,華晶科元大0A購01
081861,798000,臺股指中信0A購03
1201,797000,味全            
2838,793000,聯邦銀          
082950,788000,台積電元富07購39
6239,787028,力成            
6251,775000,定穎            
2351,769847,順德            
1434,766000,福懋            
089092,764000,友達統一0B購04  
080868,759000,臻鼎統一08購02  
086600,758000,圓展國泰0B購02  
033991,748000,奇力新兆豐0B購01
035699,744000,亞聚元大0B購04  
033944,744000,中鋼國票0C購01  
032073,741000,萬海中信0A購01  
033003,740000,長榮航元富0B購01
3305,735000,昇貿            
033580,734000,中纖凱基12購02  
085621,730000,T50反1凱基0C購05
085851,728000,華邦電統一0A購04
032499,722000,中鋼永豐0A購07  
6005,720000,群益證          
1216,715396,統一            
083280,710000,台積電元大07購24
033054,709000,光罩永豐0A購03  
034851,706000,中橡元大0C購01  
04246P,700000,嘉澤元富07售03  
079105,700000,聯電凱基06購09  
3532,699714,台勝科          
05934P,699000,義隆元大07售06  
1708,698000,東鹼            
4961,697821,天鈺            
088848,693000,台泥永豐09購01  
085314,690000,祥碩元大08購08  
2015,689866,豐興            
089458,689000,長榮統一13購02  
2889,689000,國票金          
1409,688471,新纖            
082630,688000,友訊國泰09購01  
2915,684000,潤泰全          
032845,683000,光罩永豐0A購01  
2393,680897,億光            
033070,680000,長榮凱基0A購21  
032717,671000,長榮群益0B購08  
034922,670000,富邦金麥證0B購02
030903,669000,廣宇凱基0A購02  
087846,668000,臺股指凱基09購31
088585,660000,華碩統一0B購02  
2034,660000,允強            
07223P,660000,臺股指元大0C售28
075710,659000,台表科元富0B購02
1402,658343,遠東新          
032144,655000,長榮凱基0B購09  
031890,653000,新唐凱基0A購02  
2430,650000,燦坤            
034348,645000,威盛元富12購01  
1229,645000,聯華            
083683,644000,聯發科統一08購03
8016,642659,矽創            
032084,641000,亞聚永豐0A購03  
00717,634000,富邦美國特別股  
07220P,634000,萬海元大0B售12  
06148P,633000,臺股指麥證07售11
031840,629000,燿華兆豐0B購01  
032705,626000,台表科兆豐0B購01
034673,622000,長榮凱基0B購11  
1218,619000,泰山            
1474,619000,弘裕            
033384,618000,義隆元大11購01  
082772,618000,愛普統一09購05  
3406,617683,玉晶光          
084661,615000,乙盛群益09購02  
00701,613501,國泰股利精選30  
030426,613000,益登元大0A購01  
031809,611000,東鋼元大0A購06  
1718,608000,中纖            
033964,604000,世紀鋼永豐0B購01
088457,603000,玉晶光統一0B購05
086566,602000,圓展元大09購01  
034551,602000,世紀鋼統一0C購02
035546,601000,光罩統一0C購04  
034674,600000,長榮凱基12購03  
086599,594000,圓展國泰0B購01  
2912,593017,統一超          
088610,592000,宏碁永豐09購01  
031211,590000,華邦電凱基0B購02
088639,588000,燿華國票09購01  
034639,588000,聚鼎元大0B購01  
089913,586000,眾達凱基11購01  
00692,584969,富邦公司治理    
00712,584140,FH富時不動產    
4904,583113,遠傳            
086568,581000,圓展元大0B購01  
033897,580000,大成鋼統一13購01
030142,579000,圓展凱基12購01  
06173P,579000,祥碩元大08售01  
2367,577840,燿華            
033429,574000,台灣5G元大12購01
1215,571200,卜蜂            
035223,570000,微星國泰11購02  
078875,570000,聯電元大06購19  
034270,569000,矽創國票0C購01  
078069,569000,世紀鋼元大07購05
035561,567000,新唐統一0C購06  
033982,567000,新唐凱基0B購02  
033771,564000,群創群益11購04  
033702,563000,中石化國票0C購01
3682,560000,亞太電          
034162,558000,群光永豐0B購02  
080597,558000,金像電統一08購02
2608,550911,嘉里大榮        
081337,550000,華新科群益07購03
033179,548000,群創永豐0B購01  
088514,547000,訊芯元大09購01  
035054,546000,祥碩富邦0C購01  
075360,546000,宏達電國票06購01
032641,545000,晶技統一11購01  
030003,545000,景碩中信0B購01  
034869,543000,GIS元大0B購01   
034542,543000,長榮航統一0C購05
2607,541514,榮運            
082601,541000,億光元大07購03  
083731,540000,SGBR2X國票08購02
00882,538577,中信中國高股息  
2426,537000,鼎元            
032590,535000,中環元大0A購01  
032657,531000,南亞麥證0C購01  
088664,531000,華碩元大09購03  
035010,527000,健策元大0B購05  
080862,527000,華邦電統一07購03
2511,526000,太子            
032099,523000,大成鋼永豐0A購05
00635U,522000,期元大S&P黃金   
033247,521000,強茂元大0B購01  
079367,520000,滬深2X元大06購06
034635,519000,技嘉元大0B購02  
035118,516000,亞聚永豐0B購02  
033905,516000,群創統一0B購11  
8404,516000,百和興業-KY     
033574,515000,中石化凱基15購01
082131,515000,光磊統一08購01  
05931P,514000,滬深2X元大08售04
2884,513776,玉山金          
035557,513000,創意統一0B購06  
085584,513000,京鼎兆豐08購01  
2436,511557,偉詮電          
089930,509000,瑞昱永豐0A購01  
034776,509000,國巨富邦0C購04  
035091,508000,長榮凱基11購03  
07213P,506000,萬海元富0B售06  
3045,505308,台灣大          
5607,505000,遠雄港          
3003,504978,健和興          
035621,503000,光罩國票0C購03  
089176,503000,T50反1凱基13購01
030427,502000,益登元大0A購02  
033159,501000,光罩國泰11購01  
030005,500000,新唐中信0A購01  
030260,500000,聯德永豐0A購01  
086133,499000,景碩群益08購03  
033400,499000,和桐中信0C購01  
05777P,499000,愛普統一07售05  
081144,499000,奇力新凱基09購01
083816,499000,百和麥證07購01  
083026,499000,樺漢凱基09購01  
033733,498000,新唐國票0C購01  
035884,498000,永豐餘國票11購01
05200P,498000,臺股指麥證06售01
089864,497000,永豐餘中信0C購01
086287,493000,京鼎群益0B購01  
079345,492000,深中小凱基08購01
1702,491853,南僑            
034965,491000,技嘉元大11購02  
085596,490000,上証2X元大08購06
089903,490000,益航凱基11購01  
033980,489000,群創凱基11購03  
00662,487952,富邦NASDAQ      
087639,486000,TPK凱基0A購01   
087913,485000,全新群益0B購01  
085625,482000,SGBR2X凱基08購02
034564,482000,友達國泰11購01  
034690,479000,鴻海群益0B購10  
2340,478734,光磊            
035172,477000,萬海國票12購01  
035470,476000,台表科國票0C購02
033324,475000,智原凱基0C購01  
031389,474000,長榮統一0B購08  
035262,474000,安集凱基11購02  
084164,473000,廣宇凱基07購05  
035113,472000,國巨兆豐12購01  
082489,469000,華邦電統一09購05
085276,468000,聯電凱基08購12  
088935,467000,玉晶光統一0C購01
082130,467000,台積電統一0A購02
030403,465000,鼎元元大0A購01  
035514,465000,燿華永豐0B購01  
3092,463000,鴻碩            
033838,462000,TPK國泰11購01   
1722,461341,台肥            
031914,461000,宏達電永豐0A購02
086806,460000,智伸科統一0B購01
030436,456000,聯德元大0A購01  
031842,455000,義隆兆豐0B購01  
086629,455000,旺宏凱基0A購02  
034810,454000,台灣50群益0B購03
035035,452000,廣達麥證0B購01  
031833,451000,大立光富邦0B購04
030501,451000,京鼎兆豐0B購01  
030042,451000,台積電元大0A購05
077648,451000,金像電統一07購01
033433,450000,偉詮電元大0B購02
073490,450000,東鋼統一06購01  
031014,449000,聯陽永豐0A購02  
085028,447000,玉晶光統一0A購03
089868,445000,立積中信11購01  
035259,445000,智原凱基11購02  
089089,444000,英業達統一0B購03
1108,443000,幸福            
076184,441000,創意統一07購03  
035877,440000,長榮航群益12購01
031569,436000,中鋼凱基14購02  
031910,435000,華碩永豐0A購01  
086570,432000,智伸科元大09購01
034864,431000,晶相光元大0C購01
033024,431000,矽創中信0B購01  
085805,431000,日月光元大0A購02
034143,431000,鴻海凱基14購01  
032869,430000,臺指反凱基13購02
083697,430000,台積電元富07購43
082986,430000,奇鋐元大07購02  
031659,428000,華碩元大0A購02  
05882P,426000,臺股指群益07售12
033961,426000,南亞科國泰11購01
034508,425000,長榮航凱基0C購01
033734,423000,台表科國票0C購01
089420,423000,聯電永豐0C購01  
088324,423000,裕隆元大09購01  
035198,423000,長榮元富0C購03  
089453,420000,台積電統一13購02
6706,418174,惠特            
032846,417000,光罩永豐0A購02  
035657,417000,光罩國泰12購01  
035660,415000,台表科國泰12購01
035500,415000,玉晶光國泰12購01
5521,415000,工信            
030319,414000,台積電麥證11購02
1710,413000,東聯            
035060,413000,長榮航國泰11購01
034774,412000,聯電富邦12購01  
2013,411190,中鋼構          
032140,411000,華邦電凱基0A購11
032919,411000,中橡國票0B購01  
031872,411000,大成鋼凱基11購01
1219,411000,福壽            
034391,409000,智原元大0B購04  
033496,409000,聯發科統一15購04
034497,409000,智原元大0C購01  
089522,408000,緯創元大0C購01  
087758,408000,國巨富邦0A購01  
084720,405000,T50正2元大0B購02
2903,404020,遠百            
00648R,404000,元大S&P500反1   
086575,404000,台郡元大0B購01  
084217,402000,京鼎元大07購02  
05884P,401000,晶豪科元富07售02
034410,401000,力麗統一14購01  
03489B,400000,臺股指元大06熊19
086795,400000,台積電統一09購24
076492,400000,創意國票07購04  
081827,399000,華新科凱基09購01
034308,398000,長榮航永豐0B購02
088188,398000,鴻海群益0A購04  
034737,398000,長榮元大0B購12  
04774P,398000,臺股指國票09售06
00708L,397356,期元大S&P黃金正2
088301,397000,廣宇凱基09購02  
034495,397000,大立光元大0B購02
033679,397000,敬鵬元大0C購01  
034880,396000,大成鋼群益11購01
031823,395000,康普元大0B購01  
088012,395000,GIS兆豐0A購01   
077039,395000,世芯國泰07購01  
031971,393000,新唐元大0A購02  
034095,392000,和鑫元大0B購02  
074912,391000,敬鵬元富0A購01  
081648,391000,長榮第一07購02  
032153,390000,長榮航凱基0A購05
087576,390000,國喬元大0A購01  
085704,390000,瑞昱富邦0A購01  
034115,390000,萬海群益0B購03  
033322,390000,瑞昱凱基0C購01  
033586,388000,榮運凱基12購01  
033210,387000,奇力新群益0B購01
08748P,385000,台積電元富07售02
1210,384099,大成            
085850,384000,華邦電統一08購07
088753,383000,華碩統一0B購03  
089874,382000,松翰國泰0C購01  
1810,382000,和成            
032407,380000,聯成元大0B購02  
088665,380000,華碩元大11購01  
084684,380000,亞德客統一09購03
1477,379575,聚陽            
031528,379000,永豐餘富邦0C購01
034355,379000,玉晶光元富12購03
082471,379000,精成科元大07購02
00631L,378559,元大台灣50正2   
032956,378000,中橡元大0A購01  
086487,378000,日月光統一0B購01
034209,378000,亞聚元富0C購01  
033916,378000,台聚元大0B購03  
031844,377000,新唐兆豐0B購01  
034438,377000,華通凱基0B購02  
3036,375463,文曄            
031629,375000,長榮統一12購02  
032972,374000,聯陽元大0A購03  
2025,374000,千興            
084864,374000,凌陽元大08購07  
033829,367000,南亞國泰11購01  
078461,365000,岱宇統一07購01  
031350,363000,華東元大0A購01  
6491,363000,晶碩            
086602,362000,南電富邦0B購01  
088820,362000,智易元大09購04  
085424,361000,乙盛元大08購03  
034823,361000,友達富邦11購03  
034453,361000,華擎兆豐0C購01  
078739,361000,圓剛元富09購03  
080139,361000,國喬凱基06購02  
2606,358699,裕民            
034017,358000,聯電統一11購02  
9927,358000,泰銘            
031484,357000,聯成元大0A購02  
033696,356000,神達元大0B購01  
033549,355000,智原元富12購01  
3037,354815,欣興            
032890,354000,光罩統一0C購01  
086486,354000,晶技統一0B購01  
07057P,354000,友達元大0C售11  
033151,353000,彩晶元大0B購05  
034852,353000,華通元大0C購01  
083502,352000,英利元大07購02  
030440,351000,捷敏元大0A購01  
087254,351000,億光國票09購01  
033787,351000,京元電元大0B購03
033783,350000,台揚元大0B購03  
035600,350000,中壽元大0B購01  
033955,350000,欣興國票0C購03  
082547,350000,啟碁凱基07購01  
4564,350000,元翎            
034046,349000,裕民元富12購03  
030653,348000,中鋼永豐0A購01  
032398,348000,群創統一14購01  
034098,348000,祥碩元大0B購03  
3019,347177,亞光            
3056,347000,總太            
032296,346000,南亞永豐0A購02  
034043,346000,技嘉元富12購01  
034822,346000,華邦電富邦0C購01
034994,346000,世紀鋼群益0C購02
086929,345000,海悅元大09購01  
032229,344000,新唐統一0C購04  
032515,342000,長榮航永豐0A購02
031229,341000,深中小群益0B購01
031513,340000,志聖元大0A購01  
032930,340000,聯陽國票0B購01  
034214,340000,大成鋼元富0B購01
080778,340000,訊芯元大06購01  
081316,340000,華擎元大07購01  
084119,340000,聯發科群益08購12
034215,339000,大成鋼元富12購02
083793,339000,瑞昱統一08購01  
086857,338000,美德醫元大0A購01
034541,338000,萬海統一0C購05  
07226P,336000,萬海國票0C售05  
031330,335000,建準元大0A購01  
030992,335000,致新元大0A購03  
030234,335000,茂順凱基0C購01  
034924,335000,群創麥證0C購01  
031755,334000,彩晶凱基0C購01  
088666,334000,燿華元大0A購01  
2106,333576,建大            
084331,333000,聯電元大07購23  
085406,330000,台積電元大08購29
033435,330000,偉詮電元大11購01
086176,329000,日月光元大0C購02
035042,329000,友達國票0B購04  
1789,327994,神隆            
032892,327000,光罩統一0C購03  
031980,327000,亞聚群益0B購01  
030417,326000,潤泰全元大0A購01
035734,324000,大成鋼國票0C購05
2461,323999,光群雷          
1906,323991,寶隆            
033755,323000,力山凱基0B購02  
034534,323000,台玻統一0C購02  
06402P,323000,祥碩元大08售09  
082908,322000,高鐵群益09購01  
035351,320000,榮運國泰11購01  
088311,320000,乙盛凱基0A購02  
034577,320000,大成鋼凱基0B購05
031949,317000,永豐餘元大0B購01
088175,317000,惠特元大09購01  
089989,317000,達運元大0A購01  
034735,317000,華新科元大0C購04
033793,317000,界霖元大0B購01  
032740,316000,廣宇凱基0B購02  
035552,316000,裕民統一0C購04  
033037,315000,光罩兆豐0B購01  
033678,315000,華邦電元大0B購03
06347P,314000,台積電元大0C售07
033308,314000,上銀元富0B購01  
032018,313000,新唐統一0C購02  
035388,313000,聯成永豐0B購02  
035057,313000,國巨國泰11購04  
032132,312000,中鋼構凱基12購01
034555,312000,聯電富邦11購01  
034984,311000,大成鋼群益0C購06
035602,310000,開發金元大0C購01
086352,309000,緯創元大09購01  
078388,309000,大成鋼富邦08購01
032484,308000,敬鵬兆豐0B購01  
031656,307000,華邦電元大0A購06
03740C,307000,聯發科富邦0C牛01
077386,307000,中興電凱基06購02
082392,307000,聯電凱基07購06  
034310,306000,智原永豐0B購03  
031463,306000,潤泰全群益0B購01
034592,306000,中鋼統一0B購03  
088771,305000,智伸科兆豐0A購01
034998,305000,聯電元大0B購04  
06984P,305000,智邦元大0A售03  
082632,305000,同欣電國泰09購01
085502,304000,玉晶光凱基08購08
035092,304000,長榮凱基11購04  
034471,304000,力鵬元大0B購01  
05891P,304000,台積電國泰0B售03
078313,304000,圓剛元富0C購01  
033038,303000,光罩兆豐0B購02  
031176,303000,榮成永豐0A購01  
035627,303000,和鑫國票0B購01  
086545,303000,華通元大09購01  
067842,303000,微星元富07購01  
083228,303000,玉晶光富邦08購01
087719,302000,松翰統一0B購01  
031683,300000,宏達電中信0A購01
089985,300000,健策元大0B購01  
089249,300000,國喬統一0A購01  
082409,300000,GIS凱基08購01   
2537,300000,聯上發          
034872,299000,美德醫元大0C購01
035349,299000,新纖國泰11購01  
2501,299000,國建            
031416,298000,中鋼凱基14購01  
033555,298000,台航中信0B購01  
032387,297000,宏達電統一0B購02
086825,297000,華邦電元大09購04
085228,297000,台積電元大0C購04
034194,297000,鴻準元大11購01  
032277,296000,長榮富邦0C購02  
088455,296000,聯陽統一0B購02  
073021,296000,眾達元大07購01  
088588,294000,瑞軒統一09購01  
1451,294000,年興            
034161,294000,華碩永豐0B購01  
076147,294000,玉晶光凱基06購01
078121,293000,玉山金元富0C購01
030939,292000,群創群益0C購02  
089344,292000,台積電元大09購30
033557,292000,台聚永豐0B購01  
033425,292000,神達永豐0B購01  
033184,291000,T50反1凱基12購01
081300,290000,聯電元大07購05  
8926,290000,台汽電          
035558,289000,群創統一0B購17  
088498,289000,海悅元大09購02  
086966,289000,滬深2X統一0B購01
034589,289000,聚陽統一0C購01  
9925,289000,新保            
033226,288000,聯電康和0B購01  
086391,288000,T50反1國泰0B購01
088570,288000,長榮航凱基0A購02
089028,288000,松翰元大0A購02  
033166,287000,聯電兆豐11購01  
089843,287000,燿華元大09購01  
3530,287000,晶相光          
031422,286000,廣宇凱基0A購03  
035476,285000,大立光富邦13購03
068406,285000,同欣電元富07購01
081436,285000,台達電統一09購01
083086,285000,聯電元大07購12  
083754,285000,廣宇國泰09購02  
073110,285000,和桐元富08購01  
087110,283000,友達元大09購12  
033508,283000,玉晶光統一0C購02
033351,283000,矽格永豐0B購01  
082588,283000,T50正2元大0A購03
086798,282000,長榮航統一0B購03
034677,282000,玉晶光凱基0B購04
030917,281000,臺股指凱基0C購23
030098,280000,盟立永豐0A購02  
034010,280000,裕民群益0B購02  
074356,280000,為升元富0A購02  
088981,279000,玉晶光元富0C購05
034225,279000,台表科元富12購01
076914,279000,為升統一07購01  
083725,279000,上緯控元大09購02
031151,278000,京鼎兆豐0A購02  
033786,278000,友達元大0B購07  
035638,277000,玉晶光富邦13購01
9940,277000,信義            
031551,276000,致新中信0A購01  
080412,276000,上緯控元大07購03
032528,275000,廣宇凱基0A購04  
088594,275000,矽創統一0B購06  
034631,275000,中石化元大0B購03
033477,275000,聯德凱基0B購01  
034090,275000,美律元大0B購03  
081820,275000,廣宇凱基09購01  
033383,274000,矽統元大0B購03  
081185,273000,台苯元大07購01  
084364,273000,大銀元大07購01  
032957,272000,裕隆元大0A購01  
088825,272000,精成科元大09購03
033869,272000,華碩群益0C購01  
04320P,272000,奇鋐元富0A售01  
032683,271000,台泥國泰0C購01  
033026,271000,京元電國泰0C購01
030425,271000,健鼎元大0B購01  
8464,270684,億豐            
030276,270000,復盛統一0B購01  
032965,270000,華邦電元大0A購13
088807,270000,海悅元大0A購01  
087059,270000,滬深2X群益09購05
1104,270000,環泥            
030424,269000,健鼎元大0A購01  
086010,269000,京鼎元大08購01  
033907,269000,群創統一12購01  
034640,269000,瑞祺元大0B購04  
082594,269000,國巨元大09購01  
033499,268000,王品統一0C購02  
033393,268000,晶相光元大12購01
083588,268000,金寶國票08購01  
033225,266000,臻鼎元富12購01  
032432,265000,微星元大0C購01  
088229,265000,南電元富09購07  
035079,265000,長榮第一15購03  
089748,264000,聯發科統一11購01
034883,263000,廣達群益0C購01  
087580,263000,上銀元大09購01  
035109,263000,世紀鋼元大0B購03
086008,262000,緯創元大08購04  
032596,261000,長榮元大0B購07  
06525P,261000,台積電元大09售20
079686,260000,臺股指元大07購08
084758,259000,安集元大08購02  
031346,258000,界霖元大0A購01  
034193,258000,鴻準元大0C購01  
089678,257000,英業達元大09購02
033475,257000,大立光凱基0C購02
033692,257000,華擎元大0B購02  
081486,257000,台積電凱基0B購02
035519,256000,玉晶光永豐0B購06
035064,256000,技嘉中信0B購02  
030169,255000,益登國泰0C購01  
032937,255000,光罩富邦0C購01  
06186P,255000,臺股指國票08售07
034612,255000,新唐統一0C購05  
07127P,255000,長榮國票0C售06  
088450,254000,廣宇統一09購08  
034332,252000,順德群益0C購01  
035343,252000,富邦金元富12購08
086407,252000,景碩統一0B購01  
084522,252000,超眾元大08購02  
030367,251000,揚明光群益11購01
034992,251000,新唐群益11購01  
074896,251000,旺宏統一07購01  
9802,251000,鈺齊-KY         
030491,250000,力成永豐0A購01  
032059,250000,景碩國票0B購02  
035246,250000,群創群益0C購07  
035775,250000,上銀富邦0C購01  
033936,250000,訊芯元大0C購01  
080415,250000,聯茂元大06購01  
083545,250000,精成科元大07購03
086196,249000,長榮航凱基08購03
086264,249000,英業達永豐09購01
087177,249000,松翰元富0A購02  
087822,249000,中興電凱基09購02
071341,249000,微星元富09購01  
034192,248000,鴻準元大0B購01  
031920,247000,景碩永豐0A購02  
034156,247000,力山永豐0B購01  
086781,246000,台達電兆豐0A購01
075358,246000,南港國票06購01  
080664,246000,精誠元大09購01  
031152,245000,瀚宇博兆豐0B購01
089241,245000,京鼎永豐09購01  
034015,245000,中鋼統一15購03  
035287,244000,華碩國票0B購01  
089776,243000,友達凱基0B購04  
1731,243000,美吾華          
034525,242000,大成鋼康和12購01
032238,241000,台聚元大0B購01  
033591,241000,國泰金凱基15購01
033094,240000,京元電元富0A購02
089842,240000,英業達元大09購04
089299,240000,鴻海國票0A購07  
086605,240000,海悅永豐09購01  
083780,240000,T50反1中信11購01
087975,239000,旺宏凱基09購02  
034442,238000,智原凱基11購01  
082836,238000,玉晶光國泰09購01
076418,238000,GIS統一07購01   
033421,237000,智原永豐0B購02  
084451,237000,英業達永豐08購01
8105,237000,凌巨            
078268,236000,國巨國票07購03  
081640,236000,界霖元大07購02  
030787,235000,南帝凱基12購01  
034863,235000,群創元大0B購13  
087173,235000,同欣電統一09購05
035232,235000,聯電永豐0B購01  
033233,235000,台聚元大0B購02  
06911P,235000,中鋼凱基0B售03  
080714,235000,旭富凱基09購01  
031948,234000,和桐元大0B購01  
032779,231000,義隆元大0B購01  
085209,231000,惠特群益09購01  
031939,230000,台塑元大11購01  
085192,230000,滬深2X群益09購02
086191,230000,廣宇凱基08購03  
086853,230000,南電元大09購04  
089327,230000,緯創富邦09購02  
034197,230000,友達元大0C購12  
078257,230000,亞光群益06購01  
07205P,230000,萬海凱基11售04  
082295,230000,兆豐金元大07購01
082842,230000,奇力新國票08購02
00861,229000,元大全球未來通訊
088707,229000,松翰國泰0B購01  
086827,229000,英業達元大09購01
087351,229000,聯電麥證09購02  
033987,229000,旺宏兆豐0B購01  
06848P,229000,立積凱基0B售02  
5515,229000,建國            
032225,228000,富邦金統一0C購01
031898,228000,亞聚永豐0A購02  
033447,228000,新唐元大0B購02  
088215,227000,同欣電統一0B購01
033598,227000,凌陽兆豐0C購01  
034467,227000,亞聚元大0B購03  
081141,227000,華邦電凱基08購02
034915,226000,裕民元富12購05  
06021P,226000,聯電凱基08售07  
033647,226000,台玻統一15購01  
034940,226000,技嘉群益0C購04  
083063,226000,偉詮電永豐07購03
078206,226000,台表科元大07購02
034094,224000,國泰金元大13購01
089057,223000,緯創永豐09購02  
035058,223000,南亞科國泰11購02
034409,223000,智原國票0C購01  
4938,222908,和碩            
086606,222000,華碩永豐09購01  
030483,221000,凌陽永豐0A購01  
086353,221000,緯創元大09購02  
030027,220000,晶技統一0C購01  
087573,220000,奇力新富邦0B購01
033363,220000,欣興群益0C購02  
034251,220000,華邦電統一11購01
034151,220000,亞光凱基0B購02  
05904P,220000,臺股指國票08售01
075596,220000,SGBR2X凱基06購01
074448,220000,奇力新統一06購01
033772,219000,華擎群益0C購01  
035361,219000,臻鼎兆豐0C購01  
088262,219000,廣宇永豐09購01  
088499,219000,微星元大09購03  
086068,219000,景碩統一09購03  
086446,219000,圓展永豐09購01  
080713,219000,玉晶光凱基07購06
4989,219000,榮科            
2484,219000,希華            
00665L,218000,富邦恒生國企正2 
085971,218000,玉晶光凱基08購11
085648,218000,國巨統一0B購01  
034038,218000,廣宇元富12購01  
032612,217000,臻鼎元大0A購02  
085751,217000,玉晶光永豐08購04
084935,217000,緯創元大08購03  
032643,216000,玉晶光統一0B購07
034110,216000,華邦電群益0B購07
072652,216000,智伸科元富09購02
089699,215000,A50正2元富09購05
089578,215000,華通永豐09購01  
075999,215000,大立光中信09購01
082765,215000,景碩統一09購02  
084641,215000,安集凱基08購01  
00653L,214088,富邦印度正2     
087640,214000,GIS凱基0B購01   
087382,214000,國巨元大11購01  
033621,214000,金寶元富0B購01  
034600,214000,友達統一0B購08  
084348,214000,瑞昱元大07購09  
032855,213000,光罩群益0A購03  
031486,213000,新纖元大0C購01  
2008,213000,高興昌          
083468,213000,華邦電統一09購07
076349,213000,貿聯富邦07購01  
076915,213000,台積電統一06購07
030133,212000,長榮凱基13購01  
084836,212000,玉晶光統一0A購02
